iter	Passed	Remaining
144	757	4467
145	764	4471
146	766	4447
147	775	4467
148	781	4464
149	784	4446
150	791	4449
151	797	4447
152	803	4449
153	806	4430
154	808	4407
155	815	4409
156	821	4409
157	823	4390
158	830	4393
159	833	4374
160	836	4358
161	839	4342
162	845	4343
163	854	4353
164	861	4361
165	864	4341
166	870	4340
167	871	4314
168	876	4309
169	880	4299
170	886	4299
171	893	4302
172	900	4305
173	903	4288
174	906	4271
175	912	4270
176	917	4264
177	920	4249
178	922	4233
179	927	4224
180	930	4210
181	932	4192
182	934	4173
183	943	4182
184	947	4173
185	950	4159
186	952	4140
187	955	4129
188	958	4111
189	961	4097
190	964	4085
191	968	4077
192	973	4071
193	975	4053
194	980	4048
195	986	4048
196	991	4041
197	997	4038
198	1000	4025
199	1007	4028
200	1010	4014
201	1013	4004
202	1019	4001
203	1022	3987
204	1023	3967
205	1029	3967
206	1033	3958
207	1035	3943
208	1038	3930
209	1042	3920
210	1045	3910
211	1048	3897
212	1052	3888
213	1054	3872
214	1057	3861
215	1060	3847
216	1063	3836
217	1066	3826
218	1070	3816
219	1074	3809
220	1077	3798
221	1081	3790
222	1084	3777
223	1086	3765
224	1090	3755
225	1094	3746
226	1096	3735
227	1101	3728
228	1106	3725
229	1109	3713
230	1111	3700
231	1118	3702
232	1120	3689
233	1128	3693
234	1133	3690
235	1136	3678
236	1141	3673
237	1143	3662
238	1146	3651
239	1150	3643
240	1155	3640
241	1157	3626
242	1159	3612
243	1167	3616
244	1171	3609
245	1173	3596
246	1176	3585
247	1180	3580
248	1183	3568
249	1185	3556
250	1189	3549
251	1193	3541
252	1194	3525
253	1195	3511
254	1198	3502
255	1203	3497
256	1205	3484
257	1210	3480
258	1212	3470
259	1216	3462
260	1221	3457
261	1226	3455
262	1229	3445
263	1233	3437
264	1238	3434
265	1241	3425
266	1246	3422
267	1251	3419
268	1253	3407
269	1258	3402
270	1259	3388
271	1265	3385
272	1267	3374
273	1271	3369
274	1275	3363
275	1277	3351
276	1281	3344
277	1282	3330
278	1284	3319
279	1289	3314
280	1293	3310
281	1296	3301
282	1298	3290
283	1305	3290
284	1308	3282
285	1313	3278
286	1318	3275
287	1322	3270
288	1325	3261
289	1330	3256
290	1332	3245
291	1336	3240
292	1339	3231
293	1343	3225
294	1346	3218
295	1348	3208
296	1351	3198
297	1355	3192
298	1360	3189
299	1366	3188
300	1369	3180
301	1371	3169
302	1377	3168
303	1380	3161
304	1386	3158
305	1390	3154
306	1394	3147
307	1396	3137
308	1398	3126
309	1400	3117
310	1403	3109
311	1407	3104
312	1409	3094
313	1412	3086
314	1418	3084
315	1422	3079
316	1425	3071
317	1427	3061
318	1431	3056
319	1433	3046
320	1438	3042
321	1440	3033
322	1442	3023
323	1445	3016
324	1449	3011
325	1452	3003
326	1455	2995
327	1462	2995
328	1464	2986
329	1466	2977
330	1470	2973
331	1473	2963
332	1474	2953
333	1476	2944
334	1481	2941
335	1484	2934
336	1488	2929
337	1494	2927
338	1499	2924
339	1504	2921
340	1510	2919
341	1513	2911
342	1518	2909
343	1522	2902
344	1525	2895
345	1527	2887
346	1531	2881
347	1534	2875
348	1537	2867
349	1542	2864
350	1548	2862
351	1553	2859
352	1557	2855
353	1561	2849
354	1563	2841
355	1567	2834
356	1573	2833
357	1575	2826
358	1579	2820
359	1584	2816
360	1590	2815
361	1595	2812
362	1598	2804
363	1600	2796
364	1605	2792
365	1608	2785
366	1611	2779
367	1616	2775
368	1620	2771
369	1624	2765
370	1627	2759
371	1632	2755
372	1637	2752
373	1640	2745
374	1645	2742
375	1650	2738
376	1654	2734
377	1657	2727
378	1664	2727
379	1668	2722
380	1674	2719
381	1678	2715
382	1682	2710
383	1687	2706
384	1698	2712
385	1704	2711
386	1710	2709
387	1719	2711
388	1725	2709
389	1733	2710
390	1735	2703
391	1738	2697
392	1744	2695
393	1751	2693
394	1755	2688
395	1759	2683
396	1761	2675
397	1766	2671
398	1775	2674
399	1778	2667
400	1785	2666
401	1793	2667
402	1800	2666
403	1801	2657
404	1805	2652
405	1808	2646
406	1811	2638
407	1815	2634
408	1823	2634
409	1825	2627
410	1833	2626
411	1834	2617
412	1840	2615
413	1842	2608
414	1848	2605
415	1854	2602
416	1857	2596
417	1864	2595
418	1869	2592
419	1872	2586
420	1880	2586
421	1885	2581
422	1889	2576
423	1894	2573
424	1896	2566
425	1903	2565
426	1906	2558
427	1911	2555
428	1915	2549
429	1918	2543
430	1921	2537
431	1925	2531
432	1927	2524
433	1932	2520
434	1936	2514
435	1943	2513
436	1947	2509
437	1949	2501
438	1953	2496
439	1964	2499
440	1968	2494
441	1975	2493
442	1982	2493
443	1986	2487
444	1992	2485
445	1996	2479
446	2001	2475
447	2007	2473
448	2012	2470
449	2014	2462
450	2016	2455
451	2022	2451
452	2024	2444
453	2029	2440
454	2035	2438
455	2043	2437
456	2046	2431
457	2048	2424
458	2054	2421
459	2057	2415
460	2063	2413
461	2066	2406
462	2068	2399
463	2070	2392
464	2072	2384
465	2074	2377
466	2076	2370
467	2080	2364
468	2084	2359
469	2088	2354
470	2090	2348
471	2095	2344
472	2098	2338
473	2103	2334
474	2105	2327
475	2109	2321
476	2116	2320
477	2119	2314
478	2121	2307
479	2124	2301
480	2127	2296
481	2130	2289
482	2137	2288
483	2143	2285
484	2146	2278
485	2152	2276
486	2155	2270
487	2160	2266
488	2167	2264
489	2169	2258
490	2175	2255
491	2178	2249
492	2180	2242
493	2186	2239
494	2191	2235
495	2193	2228
496	2201	2227
497	2207	2225
498	2209	2218
499	2215	2215
500	2217	2208
501	2222	2204
502	2224	2198
503	2231	2195
504	2236	2192
505	2241	2187
506	2242	2180
507	2245	2174
508	2248	2169
509	2254	2165
510	2257	2160
511	2263	2157
512	2267	2152
513	2270	2146
514	2272	2140
515	2279	2137
516	2285	2135
517	2288	2129
518	2295	2127
519	2299	2122
520	2301	2115
521	2308	2114
522	2312	2109
523	2319	2106
524	2321	2100
525	2326	2096
526	2329	2090
527	2335	2087
528	2342	2085
529	2344	2079
530	2350	2076
531	2353	2070
532	2360	2067
533	2367	2065
534	2369	2059
535	2373	2054
536	2376	2048
537	2382	2046
538	2386	2041
539	2388	2034
540	2392	2029
541	2395	2024
542	2400	2020
543	2404	2015
544	2412	2014
545	2417	2009
546	2420	2004
547	2421	1997
548	2426	1993
549	2431	1989
550	2438	1987
551	2447	1986
552	2451	1981
553	2454	1976
554	2462	1974
555	2465	1968
556	2469	1963
557	2471	1957
558	2474	1952
559	2477	1946
560	2486	1945
561	2488	1939
562	2490	1933
563	2494	1928
564	2496	1922
565	2502	1918
566	2506	1914
567	2512	1911
568	2515	1905
569	2519	1900
570	2524	1896
571	2527	1890
572	2531	1886
573	2536	1882
574	2538	1876
575	2540	1870
576	2543	1864
577	2548	1860
578	2551	1855
579	2553	1849
580	2562	1848
581	2566	1843
582	2573	1840
583	2576	1835
584	2582	1832
585	2587	1828
586	2590	1822
587	2592	1816
588	2597	1812
589	2599	1806
590	2605	1803
591	2607	1797
592	2609	1791
593	2616	1788
594	2619	1782
595	2624	1778
596	2626	1772
597	2636	1772
598	2638	1766
599	2640	1760
600	2644	1755
601	2647	1750
602	2650	1744
603	2656	1741
604	2662	1738
605	2668	1735
606	2671	1729
607	2676	1725
608	2679	1720
609	2681	1714
610	2684	1709
611	2686	1703
612	2692	1699
613	2694	1694
614	2696	1687
615	2700	1683
616	2703	1677
617	2708	1674
618	2713	1670
619	2715	1664
620	2718	1658
621	2722	1654
622	2725	1649
623	2729	1644
624	2736	1642
625	2740	1637
626	2743	1631
627	2750	1629
628	2756	1626
629	2760	1620
630	2766	1617
631	2768	1612
632	2775	1608
633	2779	1604
634	2783	1600
635	2787	1595
636	2791	1590
637	2795	1586
638	2799	1581
639	2807	1579
640	2816	1577
641	2822	1573
642	2831	1572
643	2837	1568
644	2843	1565
645	2847	1560
646	2852	1556
647	2854	1550
648	2862	1547
649	2865	1543
650	2871	1539
651	2878	1536
652	2886	1534
653	2894	1531
654	2898	1526
655	2907	1524
656	2910	1519
657	2916	1515
658	2918	1510
659	2924	1506
660	2928	1502
661	2934	1498
662	2939	1494
663	2943	1489
664	2948	1485
665	2951	1479
666	2957	1476
667	2959	1471
668	2961	1465
669	2966	1461
670	2968	1455
671	2971	1450
672	2975	1445
673	2979	1440
674	2982	1435
675	2987	1431
676	2990	1426
677	2995	1422
678	2999	1418
679	3003	1413
680	3008	1409
681	3014	1405
682	3016	1400
683	3020	1395
684	3022	1389
685	3027	1385
686	3032	1381
687	3035	1376
688	3039	1371
689	3043	1367
690	3050	1364
691	3053	1358
692	3055	1353
693	3062	1350
694	3066	1345
695	3070	1341
696	3073	1335
697	3075	1330
698	3078	1325
699	3082	1321
700	3086	1316
701	3092	1312
702	3095	1307
703	3103	1304
704	3107	1300
705	3113	1296
706	3117	1292
707	3123	1288
708	3126	1283
709	3134	1280
710	3138	1275
711	3143	1271
712	3145	1266
713	3149	1261
714	3151	1256
715	3155	1251
716	3159	1246
717	3162	1241
718	3163	1236
719	3166	1231
720	3169	1226
721	3172	1221
722	3174	1216
723	3179	1211
724	3183	1207
725	3189	1203
726	3191	1198
727	3198	1194
728	3202	1190
729	3205	1185
730	3211	1181
731	3215	1177
732	3218	1172
733	3223	1168
734	3230	1164
735	3232	1159
736	3236	1155
737	3239	1149
738	3241	1144
739	3244	1139
740	3247	1135
741	3252	1130
742	3255	1126
743	3262	1122
744	3268	1118
745	3274	1114
746	3276	1109
747	3278	1104
748	3281	1099
749	3284	1094
750	3287	1090
751	3290	1085
752	3294	1080
753	3297	1075
754	3301	1071
755	3304	1066
756	3306	1061
757	3309	1056
758	3312	1051
759	3314	1046
760	3317	1041
761	3322	1037
762	3325	1032
763	3329	1028
764	3333	1023
765	3335	1019
766	3341	1014
767	3343	1009
768	3347	1005
769	3351	1000
770	3356	997
771	3359	992
772	3363	987
773	3368	983
774	3371	978
775	3374	973
776	3381	970
777	3383	965
778	3388	961
779	3392	956
780	3396	952
781	3399	947
782	3401	942
783	3405	938
784	3407	933
785	3413	929
786	3415	924
787	3421	920
788	3424	915
789	3426	910
790	3429	906
791	3431	901
792	3435	896
793	3438	892
794	3442	887
795	3444	882
796	3447	878
797	3452	873
798	3456	869
799	3461	865
800	3464	860
801	3468	856
802	3471	851
803	3475	847
804	3477	842
805	3479	837
806	3484	833
807	3487	828
808	3490	823
809	3492	819
810	3495	814
811	3499	810
812	3503	805
813	3508	801
814	3511	797
815	3513	792
816	3518	788
817	3521	783
818	3526	779
819	3531	775
820	3535	770
821	3538	766
822	3544	762
823	3549	758
824	3556	754
825	3559	749
826	3567	746
827	3573	742
828	3576	737
829	3581	733
830	3585	729
831	3587	724
832	3590	719
833	3592	715
834	3596	710
835	3598	706
836	3603	701
837	3608	697
838	3616	693
839	3621	689
840	3625	685
841	3626	680
842	3631	676
843	3634	671
844	3637	667
845	3639	662
846	3641	657
847	3643	653
848	3645	648
849	3647	643
850	3649	639
851	3651	634
852	3653	629
853	3655	624
854	3657	620
855	3659	615
856	3662	611
857	3663	606
858	3666	601
859	3668	597
860	3671	592
861	3674	588
862	3676	583
863	3678	578
864	3680	574
865	3682	569
866	3684	565
867	3687	560
868	3689	556
869	3691	551
870	3696	547
871	3698	542
872	3702	538
873	3705	534
874	3709	529
875	3710	525
876	3713	520
877	3716	516
878	3719	511
879	3722	507
880	3724	503
881	3726	498
882	3729	494
883	3731	489
884	3733	485
885	3735	480
886	3737	476
887	3739	471
888	3741	467
889	3743	462
890	3746	458
891	3747	453
892	3749	449
893	3751	444
894	3753	440
895	3755	435
896	3758	431
897	3760	427
898	3762	422
899	3764	418
900	3766	413
901	3767	409
902	3769	404
903	3771	400
904	3774	396
905	3775	391
906	3778	387
907	3779	382
908	3781	378
909	3783	374
910	3785	369
911	3787	365
912	3789	361
913	3791	356
914	3793	352
915	3795	348
916	3796	343
917	3798	339
918	3800	334
919	3802	330
920	3804	326
921	3806	322
922	3808	317
923	3810	313
924	3812	309
925	3814	304
926	3816	300
927	3817	296
928	3819	291
929	3821	287
930	3823	283
931	3825	279
932	3826	274
933	3829	270
934	3830	266
935	3832	262
936	3834	257
937	3836	253
938	3838	249
939	3840	245
940	3842	240
941	3844	236
942	3846	232
943	3847	228
944	3850	224
945	3852	219
946	3854	215
947	3855	211
948	3857	207
949	3859	203
950	3861	198
951	3863	194
952	3865	190
953	3867	186
954	3869	182
955	3871	178
956	3873	174
957	3875	169
958	3877	165
959	3879	161
960	3881	157
961	3883	153
962	3885	149
963	3887	145
964	3888	141
965	3890	136
966	3893	132
967	3895	128
968	3897	124
969	3899	120
970	3901	116
971	3903	112
972	3905	108
973	3907	104
974	3909	100
975	3911	96
976	3913	92
977	3915	88
978	3917	84
979	3918	79
980	3921	75
981	3923	71
982	3925	67
983	3927	63
984	3929	59
985	3931	55
986	3933	51
987	3936	47
988	3937	43
989	3939	39
990	3940	35
991	3942	31
992	3944	27
993	3945	23
994	3947	19
995	3949	15
996	3951	11
997	3952	7
998	3954	3
999	3956	0
