iter	Logloss
203	0.3897408622
204	0.3896755219
205	0.3893133436
206	0.3889148985
207	0.3885349274
208	0.388215065
209	0.3880201885
210	0.3875407628
211	0.3871656145
212	0.3869384221
213	0.3868754251
214	0.3867356709
215	0.3864173889
216	0.3861266272
217	0.3856871469
218	0.3854740415
219	0.3852573395
220	0.3850788661
221	0.3846747535
222	0.3843491146
223	0.3839808328
224	0.3836618151
225	0.3834540776
226	0.3831123897
227	0.3827357428
228	0.3825578962
229	0.3822623117
230	0.3819776808
231	0.3817511422
232	0.3813837869
233	0.380928748
234	0.3806116377
235	0.3803995132
236	0.3800254277
237	0.3797661918
238	0.3795203618
239	0.3790931157
240	0.3788673401
241	0.3787819726
242	0.3784264973
243	0.3781335558
244	0.3777827399
245	0.3773344585
246	0.3770753043
247	0.3768229621
248	0.3766193935
249	0.3763211114
250	0.3760815484
251	0.3758265359
252	0.375812585
253	0.3756710325
254	0.3754579272
255	0.3751372746
256	0.3749670301
257	0.3745431355
258	0.3742074421
259	0.3740895952
260	0.3736998967
261	0.3735051291
262	0.3732411793
263	0.3730770111
264	0.3728392465
265	0.3726165771
266	0.3725385393
267	0.3721697671
268	0.3718638829
269	0.3717115675
270	0.371660614
271	0.3714892251
272	0.3713757651
273	0.3711197444
274	0.3709768568
275	0.3707144601
276	0.3702923911
277	0.3702587945
278	0.3700430189
279	0.3697875977
280	0.3694708143
281	0.3693792616
282	0.3690176828
283	0.368428857
284	0.3681315286
285	0.3679313115
286	0.3677277156
287	0.3675776345
288	0.367451586
289	0.3672741754
290	0.367071179
291	0.366841398
292	0.3667148045
293	0.3665469578
294	0.3664399283
295	0.3661925725
296	0.365964944
297	0.3655954361
298	0.3654022489
299	0.3653281076
300	0.3651091712
301	0.3649202619
302	0.3646530424
303	0.3643187932
304	0.3640366963
305	0.3637881688
306	0.3636020388
307	0.3635331835
308	0.3635140555
309	0.363391958
310	0.3630514417
311	0.3628919874
312	0.3626122611
313	0.3624159132
314	0.3621997016
315	0.3620862143
316	0.3619554247
317	0.3615350451
318	0.3614275251
319	0.3610968181
320	0.3608253751
321	0.3607097081
322	0.3605863026
323	0.3604792459
324	0.3602611814
325	0.3600106376
326	0.3598394939
327	0.3597680501
328	0.3595575605
329	0.3594564438
330	0.359384673
331	0.3590263367
332	0.3589919499
333	0.35893413
334	0.3584879194
335	0.3583047867
336	0.3581274305
337	0.3580251966
338	0.3578144346
339	0.3576210567
340	0.3574834279
341	0.3573762621
342	0.3572041648
343	0.3569885526
344	0.3567387717
345	0.3566300256
346	0.3564591544
347	0.3563398906
348	0.3560630798
349	0.355988012
350	0.3559000288
351	0.3558063235
352	0.3557065964
353	0.355563409
354	0.3552955082
355	0.3552281516
356	0.3549388613
357	0.354687609
358	0.3545668738
359	0.354397801
360	0.3542539869
361	0.3541472299
362	0.3540553774
363	0.3538030352
364	0.3536172867
365	0.3534677233
366	0.3532850538
367	0.3530872072
368	0.352888516
369	0.3527393069
370	0.3525666373
371	0.3523864746
372	0.3523629597
373	0.3523087638
374	0.3522121974
375	0.3520385197
376	0.3518441881
377	0.3517113004
378	0.3515379769
379	0.3513501031
380	0.3511757442
381	0.35085689
382	0.3507366998
383	0.350668335
384	0.3504843848
385	0.3503314154
386	0.3502267565
387	0.3500309263
388	0.3498862403
389	0.3496449607
390	0.3495511736
391	0.3493964604
392	0.3492878505
393	0.3491612026
394	0.3489773887
395	0.3489086151
396	0.3488106319
397	0.3487349646
398	0.3487051283
399	0.3484671456
400	0.348277201
401	0.3480891636
402	0.3480129787
403	0.3479900088
404	0.3478136608
405	0.3474770137
406	0.3473479135
407	0.3472546169
408	0.3470389775
409	0.3469968523
410	0.3468450274
411	0.3468291146
412	0.3466756003
413	0.3466658456
414	0.3465112141
415	0.3463507789
416	0.3462325505
417	0.3462141309
418	0.3460238593
419	0.3458742142
420	0.3457784108
421	0.3455842154
422	0.3455125536
423	0.345413099
424	0.3453123638
425	0.345129885
426	0.3450875146
427	0.3450079782
428	0.3446768897
429	0.3444335393
430	0.3442287718
431	0.3441253117
432	0.3440914427
433	0.3437656403
434	0.3435832432
435	0.3433917999
436	0.3432619912
437	0.3431506021
438	0.3430084229
439	0.3428191321
440	0.3426950727
441	0.342565373
442	0.3424074445
443	0.3420900345
444	0.3419374193
445	0.3418611254
446	0.3417353766
447	0.3416127886
448	0.3415117536
449	0.3413582938
450	0.3411846433
451	0.3411054884
452	0.3410208293
453	0.3409747532
454	0.3407021659
455	0.3405986513
456	0.3405167171
457	0.3404372079
458	0.3404076168
459	0.3402759552
460	0.3401916231
461	0.3400255748
462	0.3399919782
463	0.3399334499
464	0.3399013519
465	0.3396027156
466	0.3394956861
467	0.3393746512
468	0.3392295292
469	0.3391368866
470	0.3390218462
471	0.3389084952
472	0.3387366704
473	0.3386349269
474	0.3384919848
475	0.3384117126
476	0.3383613041
477	0.3383114679
478	0.337972096
479	0.3379686628
480	0.3378343855
481	0.3377670833
482	0.3376455035
483	0.3375197274
484	0.3374222619
485	0.3372786386
486	0.3370533262
487	0.3369510923
488	0.3368009295
489	0.3365198135
490	0.336479732
491	0.3362958636
492	0.3362827301
493	0.3362136841
494	0.3360700607
495	0.3357196535
496	0.3355286734
497	0.3354225704
498	0.335269492
499	0.3351686205
500	0.3351261411
501	0.3350743702
502	0.3350482941
503	0.3349445615
504	0.3347919737
505	0.3347056525
506	0.3346645628
507	0.3345187596
508	0.3345001221
509	0.3343006679
510	0.3340962546
511	0.3340687071
512	0.3340059553
513	0.333795929
514	0.3337000166
515	0.333524813
516	0.3333733695
517	0.3332775116
518	0.3330422538
519	0.3328523363
520	0.3328330449
521	0.3327719007
522	0.3326509203
523	0.3325860705
524	0.3324269976
525	0.3323161806
526	0.3321540288
527	0.3319177355
528	0.3318419593
529	0.3315132141
530	0.3314972469
531	0.3312801634
532	0.3311411721
533	0.3311062404
534	0.3310884203
535	0.3310411181
536	0.3309676579
537	0.3309193202
538	0.3305758885
539	0.330563736
540	0.3304902213
541	0.3303166253
542	0.3302389962
543	0.3302055359
544	0.3300624847
545	0.3299686704
546	0.3298241752
547	0.3298217773
548	0.3297344753
549	0.3296374457
550	0.3295266833
551	0.3293637412
552	0.3292188917
553	0.3291512081
554	0.3290018627
555	0.3288475309
556	0.3287656239
557	0.3287068231
558	0.3286260332
559	0.3285017286
560	0.3284591402
561	0.3283114842
562	0.3280649458
563	0.3280319214
564	0.3279037476
565	0.3277967453
566	0.3277544567
567	0.3276847839
568	0.3276518141
569	0.3275345121
570	0.3274174554
571	0.3273972375
572	0.3273526328
573	0.327309227
574	0.3272824151
575	0.3271786281
576	0.3269991738
577	0.3269109998
578	0.3266892297
579	0.3266367231
580	0.3263873509
581	0.3262507847
582	0.3261829921
583	0.3261191232
584	0.3260669981
585	0.3259428297
586	0.3258774349
587	0.3258044652
588	0.3256840842
589	0.3255278451
590	0.3254868099
591	0.3252922058
592	0.3252566201
593	0.3251307079
594	0.3249795641
595	0.3248879024
596	0.3247619901
597	0.3247239794
598	0.3245263236
599	0.3245048523
600	0.3244380406
601	0.3243830545
602	0.324231393
603	0.324064609
604	0.3239367076
605	0.3237480164
606	0.3237117767
607	0.3236225673
608	0.3235982895
609	0.3234743391
610	0.3234160287
611	0.3233987808
612	0.3232534681
613	0.3231973648
614	0.3231879916
615	0.32304633
616	0.3228630611
617	0.3227864947
618	0.3226269041
619	0.3225989205
620	0.3225173678
621	0.3223905291
622	0.3223015104
623	0.3219663348
624	0.3219039372
625	0.3215105602
626	0.3213299615
627	0.3213127681
628	0.3211914335
629	0.3210157667
630	0.320961598
631	0.3208247593
632	0.32077228
633	0.3206247602
634	0.3204803467
635	0.3203923907
636	0.3202911104
637	0.3201400212
638	0.3199390411
639	0.3198240553
640	0.3196815491
641	0.3195168631
642	0.3194223676
643	0.3193126678
644	0.3192217146
645	0.3191426686
646	0.3190423148
647	0.3189056669
648	0.3188163212
649	0.3187119075
650	0.3186705998
651	0.3185912813
652	0.318504606
653	0.3183768136
654	0.3183116913
655	0.3182309287
656	0.3180837904
657	0.3180577414
658	0.318018559
659	0.317978641
660	0.317886516
661	0.3178085327
662	0.3177208764
663	0.3175525938
664	0.3173456464
665	0.3172889709
666	0.3171291351
667	0.3171099254
668	0.3170770373
669	0.3170757021
670	0.3170311519
671	0.3167497362
672	0.3167250497
673	0.3166945866
674	0.3165971484
675	0.3164516994
676	0.3164512634
677	0.3162810734
678	0.3162288666
679	0.3161604473
680	0.3160775866
681	0.3160355704
682	0.3159486498
683	0.3157998766
684	0.3157876696
685	0.3157054356
686	0.3154693059
687	0.3153635842
688	0.31508958
689	0.3150569643
690	0.3149305616
691	0.3148554121
692	0.3147635324
693	0.314736993
694	0.3145618984
695	0.3144860676
696	0.3144175393
697	0.3143524715
698	0.3142259325
699	0.3141554424
700	0.3140626907
701	0.3138780321
702	0.3136829376
703	0.31352114
704	0.313499042
705	0.3134503228
706	0.3132231576
707	0.3130992344
708	0.3129936491
709	0.312862042
710	0.3128137861
711	0.312757819
712	0.3127383368
713	0.3126657486
714	0.3124701636
715	0.3124003819
716	0.3122758593
717	0.3122060503
718	0.3120155879
719	0.3119358608
720	0.3118819101
721	0.3117631367
722	0.3116784777
723	0.3116170338
724	0.3114651271
725	0.311359351
726	0.3112899508
727	0.3112162999
728	0.3111681257
729	0.3111495972
730	0.3110197612
731	0.3109067372
732	0.3107257843
733	0.3106449127
734	0.3105960029
735	0.3104643685
736	0.3101986476
737	0.3101704734
738	0.3101090567
739	0.3100124359
740	0.3098929269
741	0.3097784315
742	0.3097021103
743	0.3096072061
744	0.309529686
745	0.3094812938
746	0.3093070711
747	0.3091759545
748	0.3090366908
749	0.3089746203
750	0.3088990893
751	0.3088733128
752	0.3087817601
753	0.3085903168
754	0.3084732056
755	0.3083278111
756	0.3082747051
757	0.308152989
758	0.3080145427
759	0.3079423632
760	0.3079317365
761	0.3077934265
762	0.3077119555
763	0.3076660156
764	0.3075654166
765	0.3074760437
766	0.3071365901
767	0.3070684433
768	0.3068442481
769	0.306766292
770	0.3067216601
771	0.306621933
772	0.3065825326
773	0.3064398902
774	0.3064157758
775	0.3062383924
776	0.3060869489
777	0.3059767042
778	0.3056647982
779	0.3055835179
780	0.3054827281
781	0.3054266521
782	0.3053102493
783	0.3053025109
784	0.3052436011
785	0.3051674979
786	0.3049707413
787	0.3047773361
788	0.3046959741
789	0.3046564102
790	0.3044128963
791	0.3042847225
792	0.304228156
793	0.3039927619
794	0.3038776398
795	0.3037984576
796	0.3036788395
797	0.3034389768
798	0.3033311571
799	0.3032334464
800	0.3031719208
801	0.3029782976
802	0.3029717309
803	0.3027908053
804	0.302772522
805	0.3027590615
806	0.3026759011
807	0.3026277542
808	0.302454349
809	0.3023313795
810	0.3023196902
811	0.3022955213
812	0.3022152219
813	0.3021520887
814	0.3020672389
815	0.3020157405
816	0.3018864495
817	0.3017224448
818	0.3016847883
819	0.3016390119
820	0.3015623365
821	0.301418141
822	0.3011989594
823	0.3010895865
824	0.3009603228
825	0.3009017944
826	0.3007323129
827	0.3004538672
828	0.300409317
829	0.3003360748
830	0.3002774375
831	0.3001056671
832	0.2999614171
833	0.2998757771
834	0.2997744424
835	0.2997252056
836	0.2995001657
837	0.2994865962
838	0.2993262155
839	0.2991152082
840	0.2990939004
841	0.2990876062
842	0.2989377975
843	0.2987786702
844	0.2986880166
845	0.2986717769
846	0.2985834939
847	0.2985348565
848	0.298494775
849	0.298393849
850	0.2983310155
851	0.2983224869
852	0.2982439314
853	0.298135049
854	0.298084477
855	0.2980272021
856	0.2979791914
857	0.2979594912
858	0.2978702818
859	0.2976724897
860	0.2975421906
861	0.2974938529
862	0.2974137442
863	0.2973628998
864	0.297296633
865	0.2971790859
866	0.2970659801
867	0.296950095
868	0.2968836376
869	0.2968011584
870	0.2967527117
871	0.2966597421
872	0.2964918954
873	0.2964435577
874	0.2963525772
875	0.2963500432
876	0.2963243212
877	0.2961618151
878	0.2960381372
879	0.2959823063
880	0.2958483832
881	0.2957253047
882	0.295476314
883	0.2953279768
884	0.2951571873
885	0.2951287951
886	0.2949338913
887	0.2948822566
888	0.294842938
889	0.2947540283
890	0.2945733207
891	0.2944946834
892	0.2944355556
893	0.2941559383
894	0.2941008977
895	0.2940524237
896	0.2940107618
897	0.2938868931
898	0.2938357489
899	0.2937611171
900	0.2936060497
901	0.2935233797
902	0.2933875493
903	0.2932107653
904	0.2931195395
905	0.2930594853
906	0.2929065977
907	0.2928094591
908	0.2925730569
909	0.292477308
910	0.2924143927
911	0.2923463821
912	0.2923353468
913	0.2921331951
914	0.2919501168
915	0.2918155125
916	0.2917745318
917	0.2916796003
918	0.2915879386
919	0.2915340969
920	0.2914731707
921	0.2913770676
922	0.2911865507
923	0.2911166872
924	0.2910563333
925	0.291025407
926	0.2908072335
927	0.2904543195
928	0.2903886795
929	0.2902490888
930	0.2899523054
931	0.289872115
932	0.2898415157
933	0.2895057678
934	0.2892804282
935	0.2891717911
936	0.2890739713
937	0.288879231
938	0.2888632093
939	0.2887972423
940	0.288747842
941	0.2886599949
942	0.28859569
943	0.288527298
944	0.2883357729
945	0.2882699694
946	0.2882539477
947	0.2881884166
948	0.2881717137
949	0.2879432133
950	0.2877747944
951	0.2877093179
952	0.2875327519
953	0.2874263763
954	0.287314742
955	0.2871644701
956	0.2870283127
957	0.2870109558
958	0.2869641985
959	0.2868888855
960	0.2868791308
961	0.286794172
962	0.2866768973
963	0.2865863255
964	0.2865252086
965	0.2864671707
966	0.2864494869
967	0.2863819395
968	0.2861704418
969	0.2861484255
970	0.2861133575
971	0.286050851
972	0.2859731947
973	0.2858342852
974	0.285801506
975	0.2857596806
976	0.2856661933
977	0.285600199
978	0.2855617251
979	0.2854376657
980	0.2853808267
981	0.285257503
982	0.2852128983
983	0.2850721087
984	0.2850545883
985	0.2849899292
986	0.2848078047
987	0.2846401215
988	0.2845779964
989	0.2845023564
990	0.2844556264
991	0.2844062805
992	0.2843844822
993	0.2842942102
994	0.28427748
995	0.2841929844
996	0.2840934208
997	0.2840641567
998	0.284010097
999	0.2838494437
7
13
7
588
523
